history,regime,condition,model_seed,model,context_hidden,message_hidden,context_parameters,message_parameters,best_epoch,train_nll_nats,validation_nll_nats,test_nll_nats,calibration_variance,test_rmse_standardized,test_coverage_50,test_coverage_80,test_coverage_95,gain_bits_per_action
0,peer_sensor,limb_slip_sensor_retained,41,with_message,64,63,5057,5104,51,-0.8248032585919591,-0.7097791621605851,0.20978021108263292,0.0889609083533287,0.502564013004303,0.47386904761904763,0.6811309523809523,0.8110714285714286,0.15385555305767787
0,peer_sensor,limb_slip_sensor_retained,41,with_message_shuffled,64,63,5057,5104,51,-0.8248032585919591,-0.7097791621605851,0.9333072244373415,0.0889609083533287,0.6174963712692261,0.3888095238095238,0.612202380952381,0.7661607142857143,
0,peer_sensor,limb_slip_sensor_retained,42,context_only,64,63,5057,5104,53,-0.7194608354751331,-0.617528102959743,-0.18676086756429328,0.10698612034320831,0.4462716281414032,0.5660119047619048,0.7811011904761904,0.8875892857142857,
0,peer_sensor,limb_slip_sensor_retained,42,with_message,64,63,5057,5104,80,-0.8209261840321527,-0.6308685497539332,-0.10473348336046256,0.10416937619447708,0.4623675048351288,0.5307738095238095,0.7359523809523809,0.8564285714285714,-0.11834050040796026
0,peer_sensor,limb_slip_sensor_retained,42,with_message_shuffled,64,63,5057,5104,80,-0.8209261840321527,-0.6308685497539332,-0.12152336772995403,0.10416937619447708,0.4585692286491394,0.4919047619047619,0.7347321428571428,0.8623214285714286,
0,peer_sensor,limb_slip_sensor_retained,43,context_only,64,63,5057,5104,24,-0.5510678730768618,-0.5545972048674012,-0.09213012541995086,0.12133567780256271,0.48328375816345215,0.3923511904761905,0.7063392857142857,0.8784821428571429,
0,peer_sensor,limb_slip_sensor_retained,43,with_message,64,63,5057,5104,80,-0.8056197468332648,-0.6044700861492014,-0.30399159412828897,0.10981697589159012,0.4192997217178345,0.5266071428571428,0.7682440476190476,0.8852678571428572,0.3056514902609717
0,peer_sensor,limb_slip_sensor_retained,43,with_message_shuffled,64,63,5057,5104,80,-0.8056197468332648,-0.6044700861492014,0.17668255080313294,0.10981697589159012,0.5304569602012634,0.41235119047619045,0.653779761904762,0.8107738095238095,
0,peer_sensor,limb_loss_sensor_retained,41,context_only,64,63,5057,5104,25,-0.5679769684005688,-0.5133646416513185,1.8979369963457604,0.13176579773426056,0.8759109377861023,0.30540364583333335,0.5707356770833333,0.7449869791666667,
0,peer_sensor,limb_loss_sensor_retained,41,with_message,64,63,5057,5104,51,-0.8248032585919591,-0.7097791621605851,1.4225369550163753,0.0889609083533287,0.6843584179878235,0.448046875,0.7015625,0.8302408854166666,0.6858572820643121
