regime,seed,task,cc_gain,cc_mode,limb_condition,rms_path_error,late_path_error,late_heading_error,post_event_path_integral
capacity,9101,straight,0.05,always,L4 failure,1.2669070757027876,1.98480738300721,0.6864242282982937,9.431858629527571
capacity,9101,straight,0.05,always,L4 slip,0.5983801725477531,0.8589451282871472,0.14311531805517838,4.454986436202576
capacity,9101,straight,0.05,dropout,intact,0.40226373158957585,0.4979080199364768,0.072322404322916,2.73704994203954
capacity,9101,straight,0.05,dropout,L4 failure,1.376186717620376,2.1501181138050938,0.880371809824896,10.095988411298237
capacity,9101,straight,0.05,dropout,L4 slip,0.6483596094141822,0.9479742862471665,0.23398297913623362,4.813791084101904
capacity,9101,straight,0.05,intermittent,intact,0.4309052023709775,0.5548278730372311,0.06960420906014687,3.011938108834165
capacity,9101,straight,0.05,intermittent,L4 failure,1.3965429556952949,2.1894667069304967,0.8422629612790107,10.301823061776638
capacity,9101,straight,0.05,intermittent,L4 slip,0.6807526382267831,1.0056035965749341,0.2196463705671688,5.099203865863491
capacity,9101,straight,0.05,delayed,intact,0.38544405171830365,0.4579249815682376,0.02580769327394078,2.583812792661247
capacity,9101,straight,0.05,delayed,L4 failure,1.2854949065316008,2.014902168970038,0.7016545306645893,9.561942902578561
capacity,9101,straight,0.05,delayed,L4 slip,0.608164960969332,0.8764653018300239,0.1488570811875221,4.535204937800495
capacity,9101,straight,0.05,noisy,intact,0.3743761292261125,0.43458573609406353,0.02409427043142264,2.4713196024627346
capacity,9101,straight,0.05,noisy,L4 failure,1.2613732605801176,1.9748354787864977,0.691979193419959,9.381786823299334
capacity,9101,straight,0.05,noisy,L4 slip,0.5928197211990315,0.8489470351154429,0.14448306049046544,4.405275417545335
capacity,9101,straight,0.05,stuck,intact,0.3837580342201345,0.45550371262226347,0.03554794739304416,2.5658757963117793
capacity,9101,straight,0.05,stuck,L4 failure,1.315877423328361,2.057401231109524,0.7897887580104894,9.722529143195073
capacity,9101,straight,0.05,stuck,L4 slip,0.612863008317627,0.8847254774785845,0.17993820663564813,4.558376406187029
capacity,9101,straight,0.1,always,intact,0.3315929462921638,0.3299987560722152,0.02021608736292498,2.0045306618580745
capacity,9101,straight,0.1,always,L4 failure,1.1060221048303251,1.727705307494967,0.48467765794847234,8.33959977215948
capacity,9101,straight,0.1,always,L4 slip,0.5090551952590033,0.6913500252368308,0.06262605333999242,3.7147817491559993
capacity,9101,straight,0.1,dropout,intact,0.3570236033735251,0.4002679928349517,0.05015856138093917,2.2877190630062145
capacity,9101,straight,0.1,dropout,L4 failure,1.3002015204443864,2.0242825825557307,0.8424859830348275,9.530311144470122
capacity,9101,straight,0.1,dropout,L4 slip,0.5825742328602201,0.8304011120685676,0.20609942971960143,4.274964457926511
capacity,9101,straight,0.1,intermittent,intact,0.4036684345010447,0.4980459054265912,0.04432605734366553,2.7601801456734147
capacity,9101,straight,0.1,intermittent,L4 failure,1.3312178055737711,2.086505895158429,0.7635886496704951,9.865091199607606
capacity,9101,straight,0.1,intermittent,L4 slip,0.6380846432383862,0.9302137411873177,0.17774396295105496,4.7710648998764205
capacity,9101,straight,0.1,delayed,intact,0.3371748941885827,0.3424931256045153,0.020855351787622337,2.0670894259723207
capacity,9101,straight,0.1,delayed,L4 failure,1.135015025883292,1.7752317368680288,0.5091502977430723,8.545176011650577
capacity,9101,straight,0.1,delayed,L4 slip,0.5212988499212293,0.7142209993690353,0.06734242037067444,3.8221468974011183
capacity,9101,straight,0.1,noisy,intact,0.3240447411165464,0.31215443616332034,0.0165465329525096,1.914680368666317
capacity,9101,straight,0.1,noisy,L4 failure,1.0966181130891202,1.7109930703890073,0.49505034629998185,8.254673187153037
capacity,9101,straight,0.1,noisy,L4 slip,0.5011489075622668,0.6767941691265394,0.06783944950015547,3.639622717068587
