regime,seed,task,scenario,rms_path_error,late_path_error,late_heading_error,post_event_path_integral
sensor_comm,9101,sine,L4 slip + CC dropout,0.5153454700641769,0.5701115258265427,0.04742329293956573,3.158619439473176
sensor_comm,9101,chirp,CC dropout only,0.50991047507033,0.49354509545066805,0.1136056525379047,3.023192588221482
sensor_comm,9101,chirp,CC intermittent only,0.5014686159552815,0.4748095642050785,0.09826977850464912,2.932227627334035
sensor_comm,9101,chirp,L4 loss only,1.0288625070706052,1.5117753511074805,0.1550978811905857,9.217212610713288
sensor_comm,9101,chirp,L4 loss + CC dropout,1.047180844511308,1.5434780747810737,0.31499074181318987,7.937336579890893
sensor_comm,9101,chirp,L4 slip only,0.6177576201506567,0.70843474194486,0.07069516097497776,5.945047456300635
sensor_comm,9101,chirp,L4 slip + CC dropout,0.6089256631191502,0.6872193174779436,0.035511159825727924,4.036912007385968
sensor_comm,9102,straight,CC dropout only,0.6901883969681042,0.8059415345819776,0.013584373152267213,4.688188963603057
sensor_comm,9102,straight,CC intermittent only,0.7293309093280359,0.8741955430370798,0.014665070736834273,5.060091903757262
sensor_comm,9102,straight,L4 loss only,1.300961388582768,1.9261661933757086,0.3209505197302218,11.523738897733216
sensor_comm,9102,straight,L4 loss + CC dropout,1.316612034533284,1.9501374418429265,0.5062333593921361,10.06930844506777
sensor_comm,9102,straight,L4 slip only,0.815885032020683,1.0377901062987667,0.10528902511711924,7.790727269985064
sensor_comm,9102,straight,L4 slip + CC dropout,0.8158855588835926,1.0377698464620233,0.1292616415229003,5.840716986386166
sensor_comm,9102,s_lr,CC dropout only,0.6719856257917168,0.7889587393262854,0.026434055154505615,4.647625561813954
sensor_comm,9102,s_lr,CC intermittent only,0.6479623410031923,0.7414278272586913,0.04603830488786799,4.393149504519025
sensor_comm,9102,s_lr,L4 loss only,1.3283062000602983,1.9772969423968925,0.1662003804222572,11.808173298043112
sensor_comm,9102,s_lr,L4 loss + CC dropout,1.4020675253765549,2.106238304218077,0.48881431378115303,10.87676872762598
sensor_comm,9102,s_lr,L4 slip only,0.8385962699291142,1.0823473968867214,0.0639566956062456,7.995081122819847
sensor_comm,9102,s_lr,L4 slip + CC dropout,0.8810999048106041,1.1758188202810238,0.1348871998820493,6.550071206550172
sensor_comm,9102,s_rl,CC dropout only,0.8414987368116803,0.9833819299899581,0.03235161763806257,6.000600201723181
