regime,seed,split,task,condition,limb,retained_strength,loss,excess_loss
act_comm,9103,OOS,s_lr,L4,4,0.5,0.058399727658032294,0.037444204256807556
act_comm,9103,OOS,s_lr,L4,4,0.0,0.23060262741832588,0.20964710401710115
act_comm,9103,OOS,s_rl,intact,0,1.0,0.02090374144399739,0.0
act_comm,9103,OOS,s_rl,L1,1,0.5,0.02987955433124008,0.008975812887242689
act_comm,9103,OOS,s_rl,L1,1,0.0,0.059464439750742344,0.03856069830674495
act_comm,9103,OOS,s_rl,L2,2,0.5,0.02209088101729975,0.0011871395733023607
act_comm,9103,OOS,s_rl,L2,2,0.0,0.05019756523600795,0.029293823792010558
act_comm,9103,OOS,s_rl,L3,3,0.5,0.05495650931150896,0.03405276786751157
act_comm,9103,OOS,s_rl,L3,3,0.0,0.2661691768301865,0.24526543538618908
act_comm,9103,OOS,s_rl,L4,4,0.5,0.05001385890357779,0.0291101174595804
act_comm,9103,OOS,s_rl,L4,4,0.0,0.21553816591484484,0.19463442447084744
act_comm,9103,OOS,sine,intact,0,1.0,0.014882690248869106,0.0
act_comm,9103,OOS,sine,L1,1,0.5,0.018623761038809333,0.003741070789940227
act_comm,9103,OOS,sine,L1,1,0.0,0.0460275242873583,0.03114483403848919
act_comm,9103,OOS,sine,L2,2,0.5,0.019756611768329206,0.0048739215194601
act_comm,9103,OOS,sine,L2,2,0.0,0.054055562951589836,0.039172872702720726
act_comm,9103,OOS,sine,L3,3,0.5,0.03725515169087026,0.02237246144200115
act_comm,9103,OOS,sine,L3,3,0.0,0.23607147933859865,0.22118878908972955
act_comm,9103,OOS,sine,L4,4,0.5,0.053332988992337696,0.038450298743468586
act_comm,9103,OOS,sine,L4,4,0.0,0.22854990978830936,0.21366721953944026
act_comm,9103,OOS,chirp,intact,0,1.0,0.02694757504321947,0.0
act_comm,9103,OOS,chirp,L1,1,0.5,0.030035185207262928,0.003087610164043457
act_comm,9103,OOS,chirp,L1,1,0.0,0.05622091390403865,0.029273338860819176
act_comm,9103,OOS,chirp,L2,2,0.5,0.03540157936515178,0.008454004321932308
act_comm,9103,OOS,chirp,L2,2,0.0,0.07001468734422116,0.043067112301001687
act_comm,9103,OOS,chirp,L3,3,0.5,0.04893170381309765,0.02198412876987818
act_comm,9103,OOS,chirp,L3,3,0.0,0.24854770016340139,0.2216001251201819
act_comm,9103,OOS,chirp,L4,4,0.5,0.07026504615658208,0.04331747111336261
act_comm,9103,OOS,chirp,L4,4,0.0,0.2512732751543336,0.22432570011111413
act_comm,9103,OOS,left,intact,0,1.0,0.05934498359365345,0.0
act_comm,9103,OOS,left,L1,1,0.5,0.0640031486277234,0.004658165034069947
act_comm,9103,OOS,left,L1,1,0.0,0.08237331634391855,0.0230283327502651
act_comm,9103,OOS,left,L2,2,0.5,0.08027091808350661,0.020925934489853165
act_comm,9103,OOS,left,L2,2,0.0,0.14901812319826035,0.0896731396046069
act_comm,9103,OOS,left,L3,3,0.5,0.09929865063799921,0.03995366704434576
act_comm,9103,OOS,left,L3,3,0.0,0.40012851617980344,0.34078353258615
act_comm,9103,OOS,left,L4,4,0.5,0.14245093921422686,0.08310595562057341
act_comm,9103,OOS,left,L4,4,0.0,0.38309925625347163,0.32375427265981815
act_comm,9103,OOS,right,intact,0,1.0,0.052666076171981636,0.0
act_comm,9103,OOS,right,L1,1,0.5,0.06236671889322139,0.00970064272123975
act_comm,9103,OOS,right,L1,1,0.0,0.10536535516279204,0.0526992789908104
act_comm,9103,OOS,right,L2,2,0.5,0.04163569485190687,-0.011030381320074764
act_comm,9103,OOS,right,L2,2,0.0,0.03744781513348777,-0.015218261038493865
act_comm,9103,OOS,right,L3,3,0.5,0.07139848719516959,0.01873241102318795
act_comm,9103,OOS,right,L3,3,0.0,0.21875323629786547,0.16608716012588384
act_comm,9103,OOS,right,L4,4,0.5,0.03738150272031395,-0.015284573451667685
act_comm,9103,OOS,right,L4,4,0.0,0.1366703547480385,0.08400427857605686
act_comm,9104,ID,straight,intact,0,1.0,0.008863378646086415,0.0
act_comm,9104,ID,straight,L1,1,0.5,0.01955638962923858,0.010693010983152163
act_comm,9104,ID,straight,L1,1,0.0,0.0601470887993948,0.05128371015330839
act_comm,9104,ID,straight,L2,2,0.5,0.08806447148922687,0.07920109284314046
act_comm,9104,ID,straight,L2,2,0.0,0.514658610634002,0.5057952319879155
act_comm,9104,ID,straight,L3,3,0.5,0.04826240377851035,0.03939902513242394
act_comm,9104,ID,straight,L3,3,0.0,0.5918423738476515,0.582978995201565
act_comm,9104,ID,straight,L4,4,0.5,0.012382815515475744,0.0035194368693893287
act_comm,9104,ID,straight,L4,4,0.0,0.027051998087963294,0.01818861944187688
act_comm,9104,ID,left,intact,0,1.0,0.019581096684004894,0.0
act_comm,9104,ID,left,L1,1,0.5,0.019544793077481894,-3.630360652299991e-05
act_comm,9104,ID,left,L1,1,0.0,0.03236908990296594,0.012787993218961048
act_comm,9104,ID,left,L2,2,0.5,0.09078888454305098,0.07120778785904608
act_comm,9104,ID,left,L2,2,0.0,0.4225608086511713,0.4029797119671664
act_comm,9104,ID,left,L3,3,0.5,0.06430574473510656,0.04472464805110166
act_comm,9104,ID,left,L3,3,0.0,1.027686265116623,1.008105168432618
act_comm,9104,ID,left,L4,4,0.5,0.02115411783152831,0.001573021147523418
act_comm,9104,ID,left,L4,4,0.0,0.031408928345185466,0.011827831661180573
act_comm,9104,ID,right,intact,0,1.0,0.0291427692121031,0.0
act_comm,9104,ID,right,L1,1,0.5,0.05722505808367463,0.02808228887157153
act_comm,9104,ID,right,L1,1,0.0,0.1404690913448277,0.11132632213272461
act_comm,9104,ID,right,L2,2,0.5,0.1169281254122489,0.0877853562001458
act_comm,9104,ID,right,L2,2,0.0,0.6396055204344744,0.6104627512223713
act_comm,9104,ID,right,L3,3,0.5,0.06833349545691894,0.03919072624481584
act_comm,9104,ID,right,L3,3,0.0,0.4227085529276558,0.3935657837155527
act_comm,9104,ID,right,L4,4,0.5,0.05468570905391394,0.02554293984181084
act_comm,9104,ID,right,L4,4,0.0,0.15643942397889687,0.12729665476679378
act_comm,9104,OOS,s_lr,intact,0,1.0,0.02373418316972822,0.0
act_comm,9104,OOS,s_lr,L1,1,0.5,0.03307717941948311,0.009342996249754893
act_comm,9104,OOS,s_lr,L1,1,0.0,0.0778890721305264,0.054154888960798175
act_comm,9104,OOS,s_lr,L2,2,0.5,0.11397432853684489,0.09024014536711666
act_comm,9104,OOS,s_lr,L2,2,0.0,0.5444988116174616,0.5207646284477334
act_comm,9104,OOS,s_lr,L3,3,0.5,0.06778363079915048,0.044049447629422256
act_comm,9104,OOS,s_lr,L3,3,0.0,0.6788387950172172,0.655104611847489
act_comm,9104,OOS,s_lr,L4,4,0.5,0.027455109908868184,0.003720926739139964
act_comm,9104,OOS,s_lr,L4,4,0.0,0.05989674302548601,0.036162559855757795
act_comm,9104,OOS,s_rl,intact,0,1.0,0.02808618468765382,0.0
act_comm,9104,OOS,s_rl,L1,1,0.5,0.039018350313778365,0.010932165626124545
act_comm,9104,OOS,s_rl,L1,1,0.0,0.07673003031534349,0.04864384562768967
act_comm,9104,OOS,s_rl,L2,2,0.5,0.10578524484970128,0.07769906016204746
act_comm,9104,OOS,s_rl,L2,2,0.0,0.5356787419132893,0.5075925572256356
act_comm,9104,OOS,s_rl,L3,3,0.5,0.0775687428491264,0.04948255816147258
act_comm,9104,OOS,s_rl,L3,3,0.0,0.7354595941047759,0.7073734094171221
act_comm,9104,OOS,s_rl,L4,4,0.5,0.032095837499801966,0.004009652812148146
act_comm,9104,OOS,s_rl,L4,4,0.0,0.05579940800162478,0.02771322331397096
act_comm,9104,OOS,sine,intact,0,1.0,0.018653340426230527,0.0
act_comm,9104,OOS,sine,L1,1,0.5,0.02697199320085377,0.008318652774623243
act_comm,9104,OOS,sine,L1,1,0.0,0.06900389773748873,0.050350557311258204
act_comm,9104,OOS,sine,L2,2,0.5,0.11753576091537121,0.09888242048914068
act_comm,9104,OOS,sine,L2,2,0.0,0.5854147682160826,0.5667614277898521
act_comm,9104,OOS,sine,L3,3,0.5,0.05353023997748177,0.03487689955125124
act_comm,9104,OOS,sine,L3,3,0.0,0.6019724398944253,0.5833190994681947
act_comm,9104,OOS,sine,L4,4,0.5,0.021904765828108325,0.003251425401877797
act_comm,9104,OOS,sine,L4,4,0.0,0.04815304989776299,0.029499709471532465
act_comm,9104,OOS,chirp,intact,0,1.0,0.030121761211062217,0.0
act_comm,9104,OOS,chirp,L1,1,0.5,0.03805055131353304,0.007928790102470825
act_comm,9104,OOS,chirp,L1,1,0.0,0.07875843009089148,0.04863666887982926
act_comm,9104,OOS,chirp,L2,2,0.5,0.13115674418989848,0.10103498297883626
act_comm,9104,OOS,chirp,L2,2,0.0,0.5970566144380891,0.5669348532270269
act_comm,9104,OOS,chirp,L3,3,0.5,0.06768574750723225,0.03756398629617003
act_comm,9104,OOS,chirp,L3,3,0.0,0.5908766063747704,0.5607548451637081
act_comm,9104,OOS,chirp,L4,4,0.5,0.030167772967261426,4.601175619920947e-05
act_comm,9104,OOS,chirp,L4,4,0.0,0.04506904913554565,0.014947287924483434
act_comm,9104,OOS,left,intact,0,1.0,0.03893706097558419,0.0
act_comm,9104,OOS,left,L1,1,0.5,0.038508734734605456,-0.00042832624097873667
act_comm,9104,OOS,left,L1,1,0.0,0.04618859320581582,0.00725153223023163
act_comm,9104,OOS,left,L2,2,0.5,0.11001699580392399,0.0710799348283398
act_comm,9104,OOS,left,L2,2,0.0,0.43472549298153645,0.39578843200595226
act_comm,9104,OOS,left,L3,3,0.5,0.1434159679877937,0.10447890701220952
act_comm,9104,OOS,left,L3,3,0.0,2.635934299933398,2.5969972389578135
act_comm,9104,OOS,left,L4,4,0.5,0.04624492822717311,0.007307867251588919
act_comm,9104,OOS,left,L4,4,0.0,0.08856457773187304,0.04962751675628885
act_comm,9104,OOS,right,intact,0,1.0,0.04740612583175073,0.0
act_comm,9104,OOS,right,L1,1,0.5,0.0847908384418373,0.037384712610086565
act_comm,9104,OOS,right,L1,1,0.0,0.1930977724918705,0.14569164666011974
act_comm,9104,OOS,right,L2,2,0.5,0.12282679146550121,0.07542066563375048
act_comm,9104,OOS,right,L2,2,0.0,0.6317340280339729,0.5843279022022222
act_comm,9104,OOS,right,L3,3,0.5,0.07083948120389713,0.0234333553721464
act_comm,9104,OOS,right,L3,3,0.0,0.22697330399289578,0.17956717816114504
act_comm,9104,OOS,right,L4,4,0.5,0.10105080073543554,0.05364467490368481
act_comm,9104,OOS,right,L4,4,0.0,0.3024797083853874,0.25507358255363666
act_comm,9105,ID,straight,intact,0,1.0,0.004681067334490418,0.0
act_comm,9105,ID,straight,L1,1,0.5,0.023442706234302387,0.01876163889981197
act_comm,9105,ID,straight,L1,1,0.0,0.11265644699924138,0.10797537966475096
act_comm,9105,ID,straight,L2,2,0.5,0.11024590584351038,0.10556483850901996
act_comm,9105,ID,straight,L2,2,0.0,0.43909459019427155,0.43441352285978113
act_comm,9105,ID,straight,L3,3,0.5,0.00503566727285669,0.0003545999383662724
act_comm,9105,ID,straight,L3,3,0.0,0.006840512315241001,0.002159444980750583
act_comm,9105,ID,straight,L4,4,0.5,0.08127241056596715,0.07659134323147673
act_comm,9105,ID,straight,L4,4,0.0,0.7738207700474461,0.7691397027129557
act_comm,9105,ID,left,intact,0,1.0,0.03134721824723233,0.0
act_comm,9105,ID,left,L1,1,0.5,0.02002082654893197,-0.011326391698300357
act_comm,9105,ID,left,L1,1,0.0,0.06539689742681834,0.03404967917958601
act_comm,9105,ID,left,L2,2,0.5,0.16940555837509716,0.13805834012786483
act_comm,9105,ID,left,L2,2,0.0,0.5253569513375069,0.4940097330902746
act_comm,9105,ID,left,L3,3,0.5,0.030554043911701852,-0.0007931743355304756
act_comm,9105,ID,left,L3,3,0.0,0.028901155982025195,-0.002446062265207133
act_comm,9105,ID,left,L4,4,0.5,0.07109851655612275,0.03975129830889042
act_comm,9105,ID,left,L4,4,0.0,0.6232355883860715,0.5918883701388392
act_comm,9105,ID,right,intact,0,1.0,0.026627332567925332,0.0
act_comm,9105,ID,right,L1,1,0.5,0.07792529430666922,0.05129796173874389
act_comm,9105,ID,right,L1,1,0.0,0.21404095083852487,0.18741361827059955
act_comm,9105,ID,right,L2,2,0.5,0.09185397040459936,0.06522663783667403
act_comm,9105,ID,right,L2,2,0.0,0.38902598843195224,0.3623986558640269
act_comm,9105,ID,right,L3,3,0.5,0.023674082293692715,-0.002953250274232617
act_comm,9105,ID,right,L3,3,0.0,0.020366789610290006,-0.006260542957635326
act_comm,9105,ID,right,L4,4,0.5,0.1539596200962966,0.12733228752837128
act_comm,9105,ID,right,L4,4,0.0,1.0037069659116533,0.9770796333437279
act_comm,9105,OOS,s_lr,intact,0,1.0,0.02372533757959083,0.0
act_comm,9105,OOS,s_lr,L1,1,0.5,0.03937496945757603,0.0156496318779852
act_comm,9105,OOS,s_lr,L1,1,0.0,0.12631707727927818,0.10259173969968735
act_comm,9105,OOS,s_lr,L2,2,0.5,0.1406973860743303,0.11697204849473947
act_comm,9105,OOS,s_lr,L2,2,0.0,0.4839623963052909,0.4602370587257001
act_comm,9105,OOS,s_lr,L3,3,0.5,0.02299664492183267,-0.00072869265775816
act_comm,9105,OOS,s_lr,L3,3,0.0,0.024039896999406153,0.00031455941981532384
act_comm,9105,OOS,s_lr,L4,4,0.5,0.10156761805249599,0.07784228047290516
act_comm,9105,OOS,s_lr,L4,4,0.0,0.8180673103819418,0.794341972802351
act_comm,9105,OOS,s_rl,intact,0,1.0,0.02296068523118903,0.0
act_comm,9105,OOS,s_rl,L1,1,0.5,0.04572931954475421,0.02276863431356518
act_comm,9105,OOS,s_rl,L1,1,0.0,0.13855956435103886,0.11559887911984983
act_comm,9105,OOS,s_rl,L2,2,0.5,0.11528939479536679,0.09232870956417775
act_comm,9105,OOS,s_rl,L2,2,0.0,0.4333150508714435,0.41035436564025446
act_comm,9105,OOS,s_rl,L3,3,0.5,0.02195522593254843,-0.001005459298640602
act_comm,9105,OOS,s_rl,L3,3,0.0,0.02300215109215089,4.146586096185831e-05
act_comm,9105,OOS,s_rl,L4,4,0.5,0.1030468637761465,0.08008617854495746
act_comm,9105,OOS,s_rl,L4,4,0.0,0.7698328621527879,0.7468721769215989
act_comm,9105,OOS,sine,intact,0,1.0,0.01757697710821634,0.0
act_comm,9105,OOS,sine,L1,1,0.5,0.03394338394718609,0.016366406838969748
act_comm,9105,OOS,sine,L1,1,0.0,0.12145688764492538,0.10387991053670903
act_comm,9105,OOS,sine,L2,2,0.5,0.13476327793862403,0.11718630083040768
act_comm,9105,OOS,sine,L2,2,0.0,0.4802080479152184,0.46263107080700205
act_comm,9105,OOS,sine,L3,3,0.5,0.017800084240724004,0.00022310713250766473
act_comm,9105,OOS,sine,L3,3,0.0,0.022517890139229755,0.004940913031013416
act_comm,9105,OOS,sine,L4,4,0.5,0.09010759504569937,0.07253061793748303
act_comm,9105,OOS,sine,L4,4,0.0,0.7797711903031236,0.7621942131949072
act_comm,9105,OOS,chirp,intact,0,1.0,0.02332416840353919,0.0
act_comm,9105,OOS,chirp,L1,1,0.5,0.03489491330074372,0.01157074489720453
act_comm,9105,OOS,chirp,L1,1,0.0,0.11639973336754475,0.09307556496400556
act_comm,9105,OOS,chirp,L2,2,0.5,0.1512941771940208,0.12797000879048162
act_comm,9105,OOS,chirp,L2,2,0.0,0.5126682976280261,0.48934412922448695
act_comm,9105,OOS,chirp,L3,3,0.5,0.026672571554614513,0.003348403151075322
act_comm,9105,OOS,chirp,L3,3,0.0,0.03391939572311645,0.010595227319577256
act_comm,9105,OOS,chirp,L4,4,0.5,0.09302877468117515,0.06970460627763596
act_comm,9105,OOS,chirp,L4,4,0.0,0.7815123173164911,0.7581881489129518
act_comm,9105,OOS,left,intact,0,1.0,0.06782351696247202,0.0
act_comm,9105,OOS,left,L1,1,0.5,0.04907255784511024,-0.018750959117361778
act_comm,9105,OOS,left,L1,1,0.0,0.08173625107779756,0.013912734115325537
act_comm,9105,OOS,left,L2,2,0.5,0.24168583069834815,0.17386231373587613
act_comm,9105,OOS,left,L2,2,0.0,0.6343010931522475,0.5664775761897755
act_comm,9105,OOS,left,L3,3,0.5,0.06029634417517151,-0.007527172787300508
act_comm,9105,OOS,left,L3,3,0.0,0.049707881391869733,-0.018115635570602286
act_comm,9105,OOS,left,L4,4,0.5,0.07030511198099502,0.0024815950185230057
act_comm,9105,OOS,left,L4,4,0.0,0.4615163683911311,0.39369285142865906
act_comm,9105,OOS,right,intact,0,1.0,0.058718279106365436,0.0
act_comm,9105,OOS,right,L1,1,0.5,0.12219142673149035,0.0634731476251249
act_comm,9105,OOS,right,L1,1,0.0,0.27800588763753104,0.2192876085311656
act_comm,9105,OOS,right,L2,2,0.5,0.07216006723452456,0.013441788128159125
act_comm,9105,OOS,right,L2,2,0.0,0.3301644916604276,0.27144621255406215
act_comm,9105,OOS,right,L3,3,0.5,0.0513649134596954,-0.0073533656466700376
act_comm,9105,OOS,right,L3,3,0.0,0.049234324749008046,-0.00948395435735739
act_comm,9105,OOS,right,L4,4,0.5,0.2700473731079741,0.21132909400160868
act_comm,9105,OOS,right,L4,4,0.0,1.332967091076924,1.2742488119705586
act_comm,9106,ID,straight,intact,0,1.0,0.002305836046648144,0.0
act_comm,9106,ID,straight,L1,1,0.5,0.003053303249435044,0.0007474672027869
act_comm,9106,ID,straight,L1,1,0.0,0.009644125632122117,0.007338289585473973
act_comm,9106,ID,straight,L2,2,0.5,0.008519060407719803,0.0062132243610716585
act_comm,9106,ID,straight,L2,2,0.0,0.062406605636100475,0.06010076958945233
act_comm,9106,ID,straight,L3,3,0.5,0.02009233397574902,0.017786497929100878
act_comm,9106,ID,straight,L3,3,0.0,0.17737433345735942,0.1750684974107113
act_comm,9106,ID,straight,L4,4,0.5,0.002556676192406502,0.0002508401457583581
act_comm,9106,ID,straight,L4,4,0.0,0.012790477607869416,0.010484641561221272
act_comm,9106,ID,left,intact,0,1.0,0.022687297175566227,0.0
act_comm,9106,ID,left,L1,1,0.5,0.018282588695423128,-0.004404708480143099
act_comm,9106,ID,left,L1,1,0.0,0.016423701925439103,-0.006263595250127124
act_comm,9106,ID,left,L2,2,0.5,0.04514270819928738,0.022455411023721155
act_comm,9106,ID,left,L2,2,0.0,0.1342862072451136,0.11159891006954736
act_comm,9106,ID,left,L3,3,0.5,0.020894847436220162,-0.001792449739346065
act_comm,9106,ID,left,L3,3,0.0,0.14996226153142939,0.12727496435586316
act_comm,9106,ID,left,L4,4,0.5,0.027127907286884884,0.004440610111318657
act_comm,9106,ID,left,L4,4,0.0,0.042199604607603525,0.019512307432037298
act_comm,9106,ID,right,intact,0,1.0,0.02483274542928534,0.0
act_comm,9106,ID,right,L1,1,0.5,0.0318724102869462,0.00703966485766086
act_comm,9106,ID,right,L1,1,0.0,0.04917964800531853,0.02434690257603319
act_comm,9106,ID,right,L2,2,0.5,0.017043033895924074,-0.007789711533361266
act_comm,9106,ID,right,L2,2,0.0,0.039821154954936,0.014988409525650663
act_comm,9106,ID,right,L3,3,0.5,0.05919438364140914,0.0343616382121238
act_comm,9106,ID,right,L3,3,0.0,0.2413433448432566,0.21651059941397124
act_comm,9106,ID,right,L4,4,0.5,0.018227542187480707,-0.006605203241804632
act_comm,9106,ID,right,L4,4,0.0,0.020603024754367722,-0.004229720674917618
act_comm,9106,OOS,s_lr,intact,0,1.0,0.018943718238371772,0.0
act_comm,9106,OOS,s_lr,L1,1,0.5,0.01843317896363758,-0.0005105392747341911
act_comm,9106,OOS,s_lr,L1,1,0.0,0.024288951284062464,0.005345233045690692
act_comm,9106,OOS,s_lr,L2,2,0.5,0.02929004384948513,0.010346325611113358
act_comm,9106,OOS,s_lr,L2,2,0.0,0.08878938044379657,0.06984566220542479
act_comm,9106,OOS,s_lr,L3,3,0.5,0.03242890554013965,0.013485187301767877
act_comm,9106,OOS,s_lr,L3,3,0.0,0.18881509682256353,0.16987137858419177
act_comm,9106,OOS,s_lr,L4,4,0.5,0.020520680912797035,0.0015769626744252634
act_comm,9106,OOS,s_lr,L4,4,0.0,0.03340460816331771,0.014460889924945937
act_comm,9106,OOS,s_rl,intact,0,1.0,0.01998680446432641,0.0
act_comm,9106,OOS,s_rl,L1,1,0.5,0.02191022504494121,0.001923420580614798
act_comm,9106,OOS,s_rl,L1,1,0.0,0.029749407493482594,0.009762603029156183
act_comm,9106,OOS,s_rl,L2,2,0.5,0.02296015048257579,0.0029733460182493794
act_comm,9106,OOS,s_rl,L2,2,0.0,0.07338535043209261,0.053398545967766206
act_comm,9106,OOS,s_rl,L3,3,0.5,0.04128822231723208,0.02130141785290567
act_comm,9106,OOS,s_rl,L3,3,0.0,0.20162138874221602,0.18163458427788962
act_comm,9106,OOS,s_rl,L4,4,0.5,0.01828977451510329,-0.0016970299492231194
act_comm,9106,OOS,s_rl,L4,4,0.0,0.02722530254369776,0.007238498079371349
act_comm,9106,OOS,sine,intact,0,1.0,0.012111328260778988,0.0
act_comm,9106,OOS,sine,L1,1,0.5,0.011718097418304062,-0.00039323084247492625
act_comm,9106,OOS,sine,L1,1,0.0,0.0173419877254212,0.0052306594646422105
act_comm,9106,OOS,sine,L2,2,0.5,0.020852305430284854,0.008740977169505866
act_comm,9106,OOS,sine,L2,2,0.0,0.07740609019617473,0.06529476193539574
act_comm,9106,OOS,sine,L3,3,0.5,0.024728405467189088,0.0126170772064101
act_comm,9106,OOS,sine,L3,3,0.0,0.17105258413832064,0.15894125587754165
act_comm,9106,OOS,sine,L4,4,0.5,0.013652254464889726,0.0015409262041107385
act_comm,9106,OOS,sine,L4,4,0.0,0.02935834690745713,0.017247018646678144
act_comm,9106,OOS,chirp,intact,0,1.0,0.01643172081190389,0.0
act_comm,9106,OOS,chirp,L1,1,0.5,0.014827732963199067,-0.0016039878487048246
act_comm,9106,OOS,chirp,L1,1,0.0,0.018696566263497,0.002264845451593108
act_comm,9106,OOS,chirp,L2,2,0.5,0.030018488412187884,0.013586767600283992
act_comm,9106,OOS,chirp,L2,2,0.0,0.0946992749446694,0.07826755413276551
act_comm,9106,OOS,chirp,L3,3,0.5,0.029371326857967235,0.012939606046063343
act_comm,9106,OOS,chirp,L3,3,0.0,0.1747269419652429,0.15829522115333902
act_comm,9106,OOS,chirp,L4,4,0.5,0.023580283644744515,0.0071485628328406235
act_comm,9106,OOS,chirp,L4,4,0.0,0.046590560682428096,0.030158839870524205
act_comm,9106,OOS,left,intact,0,1.0,0.051796254419799015,0.0
act_comm,9106,OOS,left,L1,1,0.5,0.04682238464994323,-0.004973869769855782
act_comm,9106,OOS,left,L1,1,0.0,0.04643267067166957,-0.0053635837481294454
act_comm,9106,OOS,left,L2,2,0.5,0.09215843785985796,0.040362183440058944
act_comm,9106,OOS,left,L2,2,0.0,0.22226882247440952,0.1704725680546105
act_comm,9106,OOS,left,L3,3,0.5,0.05125204705254433,-0.0005442073672546829
act_comm,9106,OOS,left,L3,3,0.0,0.2020010267866323,0.15020477236683327
act_comm,9106,OOS,left,L4,4,0.5,0.06037987007613789,0.008583615656338875
act_comm,9106,OOS,left,L4,4,0.0,0.08472482384522873,0.03292856942542971
act_comm,9106,OOS,right,intact,0,1.0,0.05042124777100157,0.0
act_comm,9106,OOS,right,L1,1,0.5,0.055546258434872674,0.005125010663871103
act_comm,9106,OOS,right,L1,1,0.0,0.06834239549878078,0.01792114772777921
act_comm,9106,OOS,right,L2,2,0.5,0.03406849695588744,-0.016352750815114128
act_comm,9106,OOS,right,L2,2,0.0,0.033551208765559934,-0.016870039005441637
act_comm,9106,OOS,right,L3,3,0.5,0.07946536896532724,0.029044121194325673
act_comm,9106,OOS,right,L3,3,0.0,0.2380081930762435,0.18758694530524192
act_comm,9106,OOS,right,L4,4,0.5,0.03803072942711424,-0.012390518343887331
act_comm,9106,OOS,right,L4,4,0.0,0.029491470819837395,-0.020929776951164176
sensor_comm,9101,ID,straight,intact,0,1.0,0.0032736276959568524,0.0
sensor_comm,9101,ID,straight,L1,1,0.5,0.011397558986436084,0.008123931290479232
sensor_comm,9101,ID,straight,L1,1,0.0,0.043277573047428505,0.040003945351471656
sensor_comm,9101,ID,straight,L2,2,0.5,0.007764848569235526,0.004491220873278674
sensor_comm,9101,ID,straight,L2,2,0.0,0.05047065853244154,0.04719703083648469
sensor_comm,9101,ID,straight,L3,3,0.5,0.01683090043085732,0.013557272734900469
sensor_comm,9101,ID,straight,L3,3,0.0,0.06685300658422505,0.0635793788882682
sensor_comm,9101,ID,straight,L4,4,0.5,0.0024144867169314244,-0.000859140979025428
sensor_comm,9101,ID,straight,L4,4,0.0,0.04800936003874166,0.0447357323427848
sensor_comm,9101,ID,left,intact,0,1.0,0.01752844852380042,0.0
sensor_comm,9101,ID,left,L1,1,0.5,0.038198116816962537,0.020669668293162115
sensor_comm,9101,ID,left,L1,1,0.0,0.09371836815605929,0.07618991963225887
sensor_comm,9101,ID,left,L2,2,0.5,0.02034959939306469,0.0028211508692642696
sensor_comm,9101,ID,left,L2,2,0.0,0.048685243705893576,0.031156795182093154
sensor_comm,9101,ID,left,L3,3,0.5,0.02615871697322274,0.008630268449422319
sensor_comm,9101,ID,left,L3,3,0.0,0.051669859379466776,0.034141410855666354
sensor_comm,9101,ID,left,L4,4,0.5,0.02572304849043041,0.008194599966629988
sensor_comm,9101,ID,left,L4,4,0.0,0.12449433255194098,0.10696588402814056
sensor_comm,9101,ID,right,intact,0,1.0,0.024676929730998283,0.0
sensor_comm,9101,ID,right,L1,1,0.5,0.026120877414681026,0.0014439476836827433
sensor_comm,9101,ID,right,L1,1,0.0,0.039982998554220564,0.015306068823222281
sensor_comm,9101,ID,right,L2,2,0.5,0.030654599038484394,0.005977669307486111
sensor_comm,9101,ID,right,L2,2,0.0,0.08936825597378345,0.06469132624278517
sensor_comm,9101,ID,right,L3,3,0.5,0.03834792734636291,0.013670997615364625
sensor_comm,9101,ID,right,L3,3,0.0,0.11789669868486344,0.09321976895386516
sensor_comm,9101,ID,right,L4,4,0.5,0.018787180100030575,-0.005889749630967708
sensor_comm,9101,ID,right,L4,4,0.0,0.03252959576755544,0.007852666036557154
sensor_comm,9101,OOS,s_lr,intact,0,1.0,0.02458150863625566,0.0
sensor_comm,9101,OOS,s_lr,L1,1,0.5,0.03678660322379838,0.012205094587542716
sensor_comm,9101,OOS,s_lr,L1,1,0.0,0.07603482595740536,0.0514533173211497
sensor_comm,9101,OOS,s_lr,L2,2,0.5,0.03347913625891718,0.008897627622661518
sensor_comm,9101,OOS,s_lr,L2,2,0.0,0.08228164292322152,0.057700134286965854
sensor_comm,9101,OOS,s_lr,L3,3,0.5,0.03191782727239802,0.0073363186361423555
sensor_comm,9101,OOS,s_lr,L3,3,0.0,0.08216678038581703,0.057585271749561365
sensor_comm,9101,OOS,s_lr,L4,4,0.5,0.024642155732853582,6.064709659792111e-05
sensor_comm,9101,OOS,s_lr,L4,4,0.0,0.06353206378301432,0.03895055514675866
sensor_comm,9101,OOS,s_rl,intact,0,1.0,0.02633728110111906,0.0
sensor_comm,9101,OOS,s_rl,L1,1,0.5,0.04088958254793539,0.01455230144681633
sensor_comm,9101,OOS,s_rl,L1,1,0.0,0.07881174153577712,0.05247446043465806
sensor_comm,9101,OOS,s_rl,L2,2,0.5,0.027816225467598266,0.001478944366479204
sensor_comm,9101,OOS,s_rl,L2,2,0.0,0.06751768842242264,0.04118040732130358
sensor_comm,9101,OOS,s_rl,L3,3,0.5,0.036704464335779605,0.010367183234660543
sensor_comm,9101,OOS,s_rl,L3,3,0.0,0.08362168902835657,0.057284407927237505
sensor_comm,9101,OOS,s_rl,L4,4,0.5,0.025575549610213858,-0.0007617314909052035
